app_id,tat_days,issued
APP-03049,0.064,1
APP-03050,0.096,1
APP-03051,0.098,1
APP-03052,0.139,1
APP-03053,0.406,0
APP-03054,0.111,1
APP-03055,0.129,1
APP-03056,0.164,1
APP-03057,7.605,0
APP-03058,0.164,0
APP-03059,0.116,1
APP-03060,0.135,1
APP-03061,0.331,0
APP-03062,7.789,0
APP-03063,0.36,0
APP-03064,0.094,1
APP-03065,0.141,1
APP-03066,0.132,0
APP-03067,0.182,0
APP-03068,0.076,1
APP-03069,0.263,1
APP-03070,11.429,0
APP-03071,0.123,1
APP-03072,0.215,1
APP-03073,0.256,1
APP-03074,0.107,1
APP-03075,0.068,1
APP-03076,0.065,0
APP-03077,0.048,0
APP-03078,0.109,1
APP-03079,0.071,1
APP-03080,0.133,0
APP-03081,0.114,1
APP-03082,0.1,1
APP-03083,0.164,0
APP-03084,0.309,1
APP-03085,0.134,1
APP-03086,0.211,1
APP-03087,6.653,1
APP-03088,0.06,1
APP-03089,0.21,0
APP-03090,1.173,1
APP-03091,0.141,1
APP-03092,5.255,0
APP-03093,0.167,1
APP-03094,0.157,0
APP-03095,5.33,0
APP-03096,5.717,1
APP-03097,0.084,1
APP-03098,0.077,1
APP-03099,9.872,0
APP-03100,9.938,0
APP-03101,0.307,1
APP-03102,0.221,1
APP-03103,0.294,1
APP-03104,0.245,1
APP-03105,2.09,1
APP-03106,0.121,1
APP-03107,7.789,0
APP-03108,6.469,1
APP-03109,0.113,0
APP-03110,10.292,1
APP-03111,0.067,1
APP-03112,7.385,0
APP-03113,0.122,1
APP-03114,0.173,1
APP-03115,0.129,0
APP-03116,0.058,1
APP-03117,0.107,1
APP-03118,0.133,1
APP-03119,0.442,1
APP-03120,0.106,1
APP-03121,0.111,1
APP-03122,8.22,0
APP-03123,0.273,1
APP-03124,0.08,1
APP-03125,0.085,1
APP-03126,0.058,1
APP-03127,0.275,0
APP-03128,8.3,0
APP-03129,0.138,1
APP-03130,0.147,1
APP-03131,0.435,1
APP-03132,3.589,1
APP-03133,0.349,1
APP-03134,2.537,1
APP-03135,0.131,1
APP-03136,0.138,1
APP-03137,16.894,0
APP-03138,0.417,1
APP-03139,0.221,1
APP-03140,0.145,1
APP-03141,0.077,1
APP-03142,0.222,1
APP-03143,7.097,1
APP-03144,0.216,0
APP-03145,0.247,1
APP-03146,0.116,1
APP-03147,0.138,1
APP-03148,0.395,1
APP-03149,8.373,0
APP-03150,0.268,1
APP-03151,0.24,1
APP-03152,0.193,1
APP-03153,0.121,0
APP-03154,4.329,0
APP-03155,0.15,0
APP-03156,0.253,0
APP-03157,0.095,1
APP-03158,0.337,0
APP-03159,0.346,1
APP-03160,0.495,1
APP-03161,0.127,1
APP-03162,5.656,0
APP-03163,7.545,1
APP-03164,3.516,0
APP-03165,0.053,0
APP-03166,0.32,1
APP-03167,0.6,0
APP-03168,0.134,0
APP-03169,0.6,1
APP-03170,0.151,0
APP-03171,0.175,1
APP-03172,0.108,1
APP-03173,5.756,1
APP-03174,2.182,1
APP-03175,0.6,1
APP-03176,0.271,0
APP-03177,0.236,0
APP-03178,0.134,1
APP-03179,0.273,1
APP-03180,0.172,0
APP-03181,0.385,1
APP-03182,0.105,1
APP-03183,7.8,0
APP-03184,0.152,0
APP-03185,5.779,1
APP-03186,0.224,1
APP-03187,7.741,1
APP-03188,0.305,0
APP-03189,0.184,1
APP-03190,8.968,0
APP-03191,0.584,0
APP-03192,0.154,0
APP-03193,6.245,0
APP-03194,0.096,1
APP-03195,0.181,1
APP-03196,0.642,0
APP-03197,0.271,0
APP-03198,0.293,1
APP-03199,0.13,1
APP-03200,0.178,0
APP-03201,0.136,0
APP-03202,0.301,1
APP-03203,0.126,0
APP-03204,7.571,0
APP-03205,0.123,1
APP-03206,10.466,0
APP-03207,6.783,1
APP-03208,0.187,1
APP-03209,0.105,1
APP-03210,0.216,1
APP-03211,0.247,1
APP-03212,0.423,1
APP-03213,0.6,0
APP-03214,5.883,1
APP-03215,0.077,0
APP-03216,8.341,0
APP-03217,1.725,1
APP-03218,0.224,0
APP-03219,0.12,1
APP-03220,0.266,1
APP-03221,0.223,1
APP-03222,0.167,1
APP-03223,3.961,0
APP-03224,0.102,0
APP-03225,0.069,1
APP-03226,0.095,1
APP-03227,14.398,0
APP-03228,0.073,1
APP-03229,2.866,0
APP-03230,0.08,0
APP-03231,0.158,1
APP-03232,0.227,0
APP-03233,0.21,1
APP-03234,0.073,0
APP-03235,0.171,1
APP-03236,0.165,1
APP-03237,0.22,0
APP-03238,0.119,0
APP-03239,0.069,0
APP-03240,0.235,1
APP-03241,2.162,1
APP-03242,8.285,0
APP-03243,0.148,1
APP-03244,0.157,0
APP-03245,0.089,1
APP-03246,0.175,0
APP-03247,0.076,1
APP-03248,0.409,1
APP-03249,0.255,1
APP-03250,5.818,0
APP-03251,8.913,0
APP-03252,0.162,1
APP-03253,0.183,0
APP-03254,0.459,1
APP-03255,0.11,1
APP-03256,0.072,1
APP-03257,13.71,0
APP-03258,5.904,0
APP-03259,0.139,1
APP-03260,0.226,1
APP-03261,0.137,0
APP-03262,0.067,1
APP-03263,0.105,1
APP-03264,2.075,0
APP-03265,0.336,1
APP-03266,4.609,0
APP-03267,4.7,0
APP-03268,0.182,1
APP-03269,0.067,0
APP-03270,0.205,1
APP-03271,4.91,0
APP-03272,7.24,0
APP-03273,0.056,1
APP-03274,0.235,0
APP-03275,0.089,1
APP-03276,0.19,1
APP-03277,8.939,0
APP-03278,0.12,1
APP-03279,0.143,1
APP-03280,0.262,1
APP-03281,0.076,1
APP-03282,0.088,0
APP-03283,0.073,1
APP-03284,0.277,0
APP-03285,0.477,0
APP-03286,0.183,1
APP-03287,3.056,0
APP-03288,13.303,1
APP-03289,6.082,0
APP-03290,2.553,1
APP-03291,13.497,0
APP-03292,0.07,1
APP-03293,0.477,1
APP-03294,9.085,1
APP-03295,0.169,0
APP-03296,0.048,0
APP-03297,1.911,0
APP-03298,0.24,1
APP-03299,4.153,0
APP-03300,0.171,1
APP-03301,0.396,0
APP-03302,0.191,0
APP-03303,0.15,1
APP-03304,9.408,0
APP-03305,7.7,0
APP-03306,0.165,1
APP-03307,8.486,1
APP-03308,0.073,1
APP-03309,3.001,1
APP-03310,0.182,0
APP-03311,0.085,0
APP-03312,0.133,1
APP-03313,17.433,1
APP-03314,0.251,1
APP-03315,11.806,0
APP-03316,0.254,0
APP-03317,0.663,1
APP-03318,4.75,1
APP-03319,0.072,1
APP-03320,0.105,1
APP-03321,0.23,1
APP-03322,0.075,1
APP-03323,5.653,0
APP-03324,0.134,0
APP-03325,0.291,1
APP-03326,0.124,1
APP-03327,0.103,1
APP-03328,0.238,1
APP-03329,0.243,1
APP-03330,0.107,1
APP-03331,0.119,1
APP-03332,0.243,1
APP-03333,0.2,1
APP-03334,1.572,1
APP-03335,0.074,0
APP-03336,0.253,1
APP-03337,11.717,0
APP-03338,0.223,1
APP-03339,5.59,1
APP-03340,0.1,1
APP-03341,10.081,0
APP-03342,0.099,1
APP-03343,0.189,1
APP-03344,0.219,1
APP-03345,0.113,1
APP-03346,0.272,1
APP-03347,4.099,1
APP-03348,8.963,0
APP-03349,0.415,0
APP-03350,0.198,0
APP-03351,0.064,0
APP-03352,6.141,1
APP-03353,0.071,1
APP-03354,0.235,1
APP-03355,0.078,1
APP-03356,0.087,1
APP-03357,5.023,1
APP-03358,0.071,1
APP-03359,6.007,1
APP-03360,0.29,0
APP-03361,0.158,0
APP-03362,0.238,1
APP-03363,0.124,1
APP-03364,0.044,1
APP-03365,0.116,1
APP-03366,0.102,1
APP-03367,14.192,1
APP-03368,0.3,1
APP-03369,0.143,1
APP-03370,0.086,1
APP-03371,13.003,0
APP-03372,0.375,1
APP-03373,2.876,1
APP-03374,0.256,1
APP-03375,0.214,1
APP-03376,0.31,1
APP-03377,0.093,1
APP-03378,0.6,1
APP-03379,0.248,1
APP-03380,0.059,1
APP-03381,14.927,0
APP-03382,0.468,1
APP-03383,0.218,1
APP-03384,0.19,1
APP-03385,0.088,0
APP-03386,6.312,1
APP-03387,0.139,1
APP-03388,0.238,1
APP-03389,0.036,1
APP-03390,7.474,1
APP-03391,0.06,1
APP-03392,0.108,1
APP-03393,2.291,1
APP-03394,0.158,1
APP-03395,0.25,1
APP-03396,0.172,1
APP-03397,0.055,1
APP-03398,0.161,1
APP-03399,12.744,1
APP-03400,0.108,1
APP-03401,0.155,1
APP-03402,0.422,1
APP-03403,0.076,0
APP-03404,0.103,1
APP-03405,0.141,1
APP-03406,0.144,1
APP-03407,0.236,1
APP-03408,0.125,1
APP-03409,0.096,1
APP-03410,0.143,1
APP-03411,8.036,0
APP-03412,11.605,0
APP-03413,0.055,1
APP-03414,0.116,1
APP-03415,0.173,1
APP-03416,0.199,0
APP-03417,4.956,0
APP-03418,0.104,1
APP-03419,0.17,1
APP-03420,0.293,1
APP-03421,0.484,0
APP-03422,0.098,1
APP-03423,0.089,1
APP-03424,0.082,1
APP-03425,0.207,0
APP-03426,0.102,1
APP-03427,0.118,1
APP-03428,6.911,0
APP-03429,0.218,1
APP-03430,3.9,0
APP-03431,0.139,1
APP-03432,0.276,1
APP-03433,0.211,1
APP-03434,0.123,1
APP-03435,0.144,1
APP-03436,0.26,1
APP-03437,0.331,1
APP-03438,0.289,1
APP-03439,0.33,0
APP-03440,0.313,1
APP-03441,11.473,0
APP-03442,0.093,1
APP-03443,0.147,1
APP-03444,7.977,0
APP-03445,2.603,1
APP-03446,0.287,1
APP-03447,0.138,0
APP-03448,0.099,0
APP-03449,7.176,0
APP-03450,0.223,1
APP-03451,0.498,1
APP-03452,0.189,1
APP-03453,3.284,1
APP-03454,0.147,0
APP-03455,11.355,0
APP-03456,0.109,1
APP-03457,8.819,0
APP-03458,3.386,0
APP-03459,7.112,0
APP-03460,0.293,1
APP-03461,0.139,1
APP-03462,4.589,0
APP-03463,0.085,1
APP-03464,0.14,1
APP-03465,0.077,1
APP-03466,0.203,0
APP-03467,0.183,1
APP-03468,0.21,1
APP-03469,0.082,1
APP-03470,0.076,0
APP-03471,5.828,1
APP-03472,0.092,1
APP-03473,11.316,0
APP-03474,14.231,0
APP-03475,0.435,0
APP-03476,0.154,1
APP-03477,0.165,1
APP-03478,0.35,1
APP-03479,0.097,0
APP-03480,0.171,1
APP-03481,0.054,1
APP-03482,0.157,1
APP-03483,4.949,0
APP-03484,0.122,0
APP-03485,0.239,1
APP-03486,0.146,1
APP-03487,0.051,1
APP-03488,0.078,1
APP-03489,9.26,1
APP-03490,0.187,1
APP-03491,0.139,1
APP-03492,0.394,0
APP-03493,8.93,0
APP-03494,0.126,0
APP-03495,0.148,1
APP-03496,0.357,1
APP-03497,0.36,1
APP-03498,0.142,1
APP-03499,0.201,1
APP-03500,0.198,0
APP-03501,0.07,0
APP-03502,0.172,1
APP-03503,0.125,0
APP-03504,0.216,1
APP-03505,3.833,0
APP-03506,3.457,1
APP-03507,0.135,0
APP-03508,0.332,1
APP-03509,0.178,0
APP-03510,0.077,1
APP-03511,5.201,0
APP-03512,0.342,1
APP-03513,0.137,0
APP-03514,0.381,1
APP-03515,0.156,0
APP-03516,6.909,0
APP-03517,6.668,0
APP-03518,0.154,1
APP-03519,0.22,0
APP-03520,0.04,1
APP-03521,2.811,1
APP-03522,0.273,0
APP-03523,0.261,1
APP-03524,7.671,1
APP-03525,0.209,1
APP-03526,9.148,0
APP-03527,0.195,0
APP-03528,4.135,0
APP-03529,0.043,1
APP-03530,0.6,1
APP-03531,5.518,1
APP-03532,0.097,1
APP-03533,0.189,1
APP-03534,0.127,0
APP-03535,0.096,1
APP-03536,0.172,1
APP-03537,0.271,1
APP-03538,3.115,1
APP-03539,0.223,1
APP-03540,7.364,0
APP-03541,10.275,0
APP-03542,0.357,1
APP-03543,0.066,0
APP-03544,0.092,0
APP-03545,6.223,0
APP-03546,0.6,0
APP-03547,1.392,1
APP-03548,0.063,1
APP-03549,3.168,1
APP-03550,0.293,0
APP-03551,0.074,1
APP-03552,0.177,1
APP-03553,0.112,1
APP-03554,0.064,1
APP-03555,4.143,0
APP-03556,0.28,0
APP-03557,0.676,1
APP-03558,9.765,0
APP-03559,0.11,0
APP-03560,0.088,1
APP-03561,3.76,1
APP-03562,0.117,1
APP-03563,0.196,1
APP-03564,0.114,1
APP-03565,0.134,0
APP-03566,11.497,1
APP-03567,0.124,0
APP-03568,0.162,1
APP-03569,0.348,1
APP-03570,0.193,1
APP-03571,0.245,1
APP-03572,0.159,0
APP-03573,0.143,1
APP-03574,4.585,1
APP-03575,0.063,1
APP-03576,0.212,1
APP-03577,7.298,0
APP-03578,4.008,1
APP-03579,0.276,1
APP-03580,0.064,1
APP-03581,2.607,1
APP-03582,0.077,1
APP-03583,0.133,1
APP-03584,9.29,1
APP-03585,0.102,1
APP-03586,0.369,1
APP-03587,11.797,1
APP-03588,0.12,0
APP-03589,0.129,1
APP-03590,0.089,1
APP-03591,10.671,0
APP-03592,0.106,1
APP-03593,4.376,1
APP-03594,0.164,1
APP-03595,0.143,1
APP-03596,9.643,0
APP-03597,0.085,0
APP-03598,0.154,1
APP-03599,0.08,1
APP-03600,0.266,0
APP-03601,0.067,1
APP-03602,0.223,1
APP-03603,0.108,1
APP-03604,10.45,0
APP-03605,0.426,0
APP-03606,10.18,0
APP-03607,0.132,1
APP-03608,0.18,1
APP-03609,9.079,1
APP-03610,8.221,0
APP-03611,0.036,1
APP-03612,0.144,1
APP-03613,0.362,1
APP-03614,0.09,1
APP-03615,0.119,1
APP-03616,5.922,1
APP-03617,0.461,1
APP-03618,0.077,1
APP-03619,0.139,1
APP-03620,6.497,0
APP-03621,0.403,0
APP-03622,2.994,1
APP-03623,4.834,1
APP-03624,0.205,1
APP-03625,0.136,0
APP-03626,0.6,1
APP-03627,0.046,1
APP-03628,0.058,1
APP-03629,0.35,1
APP-03630,0.152,1
APP-03631,0.218,1
APP-03632,0.26,0
APP-03633,6.619,1
APP-03634,10.164,1
APP-03635,0.263,0
APP-03636,0.161,1
APP-03637,0.265,1
APP-03638,6.794,1
APP-03639,13.493,0
APP-03640,0.27,1
APP-03641,0.109,1
APP-03642,0.175,1
APP-03643,7.937,0
APP-03644,0.154,0
APP-03645,7.151,0
APP-03646,0.172,1
APP-03647,0.165,1
APP-03648,12.366,0
APP-03649,0.211,1
APP-03650,0.338,1
APP-03651,0.133,0
APP-03652,9.939,0
APP-03653,7.755,0
APP-03654,0.177,1
APP-03655,0.293,1
APP-03656,0.2,1
APP-03657,0.061,0
APP-03658,7.434,0
APP-03659,4.735,1
APP-03660,9.267,0
APP-03661,0.084,1
APP-03662,0.185,1
APP-03663,0.106,1
APP-03664,0.158,1
APP-03665,0.116,0
APP-03666,0.105,1
APP-03667,6.169,1
APP-03668,0.113,1
APP-03669,8.349,0
APP-03670,0.152,1
APP-03671,9.296,0
APP-03672,0.195,0
APP-03673,0.28,0
APP-03674,0.25,0
APP-03675,0.072,0
APP-03676,8.419,1
APP-03677,6.613,1
APP-03678,0.322,1
APP-03679,8.543,0
APP-03680,0.16,0
APP-03681,0.235,1
APP-03682,0.074,1
APP-03683,0.082,1
APP-03684,8.919,0
APP-03685,0.087,1
APP-03686,0.298,1
APP-03687,5.01,1
APP-03688,0.208,0
APP-03689,0.622,1
APP-03690,0.296,0
APP-03691,0.139,1
APP-03692,0.118,1
APP-03693,0.161,1
APP-03694,0.415,1
APP-03695,0.157,1
APP-03696,0.186,1
APP-03697,0.175,1
APP-03698,0.293,1
APP-03699,0.111,1
APP-03700,0.186,0
APP-03701,0.119,1
APP-03702,0.094,1
APP-03703,0.145,1
APP-03704,0.123,1
APP-03705,0.549,0
APP-03706,0.157,0
APP-03707,0.143,1
APP-03708,0.123,1
APP-03709,0.153,1
APP-03710,0.368,0
APP-03711,0.031,1
APP-03712,0.112,0
APP-03713,0.15,1
APP-03714,9.364,0
APP-03715,0.171,1
APP-03716,0.166,1
APP-03717,5.306,0
APP-03718,0.241,1
APP-03719,5.34,1
APP-03720,12.823,0
APP-03721,5.773,0
APP-03722,0.251,1
APP-03723,0.174,1
APP-03724,0.083,1
APP-03725,0.212,0
APP-03726,0.406,1
APP-03727,0.348,0
APP-03728,1.854,0
APP-03729,0.131,1
APP-03730,0.135,1
APP-03731,0.189,1
APP-03732,7.797,1
APP-03733,0.25,1
APP-03734,0.102,1
APP-03735,0.05,1
APP-03736,0.099,1
APP-03737,0.157,1
APP-03738,0.15,0
APP-03739,0.11,1
APP-03740,0.079,1
APP-03741,0.105,1
APP-03742,0.065,1
APP-03743,5.143,0
APP-03744,0.099,1
APP-03745,0.11,1
APP-03746,0.264,0
APP-03747,0.327,1
APP-03748,0.056,1
APP-03749,6.691,1
APP-03750,0.082,1
APP-03751,0.253,1
APP-03752,0.437,1
APP-03753,0.082,1
APP-03754,0.059,1
APP-03755,0.16,0
APP-03756,6.979,1
APP-03757,0.325,0
APP-03758,0.137,1
APP-03759,0.194,1
APP-03760,0.048,0
APP-03761,0.272,1
APP-03762,0.108,0
APP-03763,8.182,0
APP-03764,0.899,1
APP-03765,0.201,1
APP-03766,7.476,0
APP-03767,8.214,1
APP-03768,0.058,1
APP-03769,1.182,0
APP-03770,0.089,1
APP-03771,0.075,0
APP-03772,0.253,0
APP-03773,0.152,0
APP-03774,7.104,0
APP-03775,0.178,1
APP-03776,0.045,0
APP-03777,0.137,1
APP-03778,0.184,0
APP-03779,0.063,1
APP-03780,0.175,1
APP-03781,6.09,0
APP-03782,0.12,1
APP-03783,0.148,0
APP-03784,0.169,1
APP-03785,0.107,0
APP-03786,0.274,1
APP-03787,5.308,0
APP-03788,0.329,0
APP-03789,0.222,1
APP-03790,0.103,0
APP-03791,0.238,1
APP-03792,0.115,0
APP-03793,10.772,0
APP-03794,0.328,1
APP-03795,4.128,1
APP-03796,0.156,1
APP-03797,0.102,1
APP-03798,11.525,0
APP-03799,0.08,1
APP-03800,0.113,0
APP-03801,3.65,1
APP-03802,0.171,0
APP-03803,0.104,1
APP-03804,10.452,0
APP-03805,6.498,0
APP-03806,0.274,0
APP-03807,0.101,0
APP-03808,0.113,1
APP-03809,0.265,1
APP-03810,0.182,1
APP-03811,0.321,1
APP-03812,0.125,1
APP-03813,0.144,0
APP-03814,0.389,1
APP-03815,0.059,1
APP-03816,0.273,1
APP-03817,0.159,1
APP-03818,0.075,1
APP-03819,7.945,0
APP-03820,0.031,0
APP-03821,0.245,1
APP-03822,6.281,1
APP-03823,0.193,0
APP-03824,0.195,1
APP-03825,9.269,0
APP-03826,4.994,0
APP-03827,0.138,0
APP-03828,0.471,1
APP-03829,0.291,0
APP-03830,13.182,0
APP-03831,4.558,0
APP-03832,6.29,0
APP-03833,0.339,1
APP-03834,0.16,0
APP-03835,0.128,1
APP-03836,0.285,1
APP-03837,0.316,1
APP-03838,0.142,0
APP-03839,0.35,1
APP-03840,7.495,0
APP-03841,0.089,1
APP-03842,0.056,1
APP-03843,2.171,0
APP-03844,0.252,0
APP-03845,0.124,1
APP-03846,0.315,1
APP-03847,0.068,0
APP-03848,11.445,0
APP-03849,0.142,0
APP-03850,6.518,0
APP-03851,0.204,1
APP-03852,0.101,0
APP-03853,0.079,0
APP-03854,0.111,1
APP-03855,0.265,1
APP-03856,0.045,1
APP-03857,0.248,0
APP-03858,0.043,1
APP-03859,0.171,1
APP-03860,0.159,1
APP-03861,0.125,0
APP-03862,0.113,1
APP-03863,0.264,0
APP-03864,0.265,1
APP-03865,0.107,1
APP-03866,1.69,1
APP-03867,4.975,0
APP-03868,7.463,0
APP-03869,0.168,1
APP-03870,2.285,1
APP-03871,0.126,1
APP-03872,5.828,1
APP-03873,0.047,1
APP-03874,0.131,0
APP-03875,2.443,0
APP-03876,0.225,1
APP-03877,0.116,1
APP-03878,0.6,1
APP-03879,0.188,1
APP-03880,0.114,1
APP-03881,0.145,0
APP-03882,3.351,0
APP-03883,2.464,1
APP-03884,0.111,1
APP-03885,0.184,0
APP-03886,5.633,1
APP-03887,3.643,0
APP-03888,0.278,1
APP-03889,3.514,0
APP-03890,3.437,1
APP-03891,0.254,1
APP-03892,6.592,1
APP-03893,0.239,0
APP-03894,0.1,1
APP-03895,10.508,0
APP-03896,7.782,1
APP-03897,6.813,1
APP-03898,0.073,0
APP-03899,0.265,1
APP-03900,1.811,0
APP-03901,0.15,1
APP-03902,0.391,1
APP-03903,0.116,1
APP-03904,0.224,0
APP-03905,3.902,0
APP-03906,0.089,1
APP-03907,0.096,0
APP-03908,6.389,1
APP-03909,0.181,0
APP-03910,0.08,0
APP-03911,6.349,1
APP-03912,0.226,1
APP-03913,0.104,0
APP-03914,8.321,1
APP-03915,8.8,0
APP-03916,0.346,0
APP-03917,0.127,1
APP-03918,2.753,1
APP-03919,0.407,1
APP-03920,0.236,1
APP-03921,0.213,0
APP-03922,0.6,0
APP-03923,0.399,1
APP-03924,7.168,1
APP-03925,0.229,0
APP-03926,0.083,1
APP-03927,3.311,0
APP-03928,0.29,1
APP-03929,0.147,1
APP-03930,0.153,1
APP-03931,0.136,0
APP-03932,0.516,1
APP-03933,0.128,0
APP-03934,0.187,1
APP-03935,4.725,1
APP-03936,2.75,1
APP-03937,13.0,0
APP-03938,0.139,1
APP-03939,5.745,1
APP-03940,5.254,1
APP-03941,0.185,0
APP-03942,0.229,0
APP-03943,0.081,1
APP-03944,0.101,1
APP-03945,0.119,1
APP-03946,0.064,1
APP-03947,0.212,0
APP-03948,0.077,0
APP-03949,0.128,1
APP-03950,0.032,0
APP-03951,0.591,1
APP-03952,0.15,0
APP-03953,0.104,1
APP-03954,0.094,0
APP-03955,0.221,1
APP-03956,0.209,1
APP-03957,0.081,1
APP-03958,0.133,1
APP-03959,4.187,0
APP-03960,0.061,1
APP-03961,0.149,1
APP-03962,10.229,0
APP-03963,0.182,1
APP-03964,5.573,0
APP-03965,10.184,0
APP-03966,7.109,1
APP-03967,0.093,0
APP-03968,0.167,1
APP-03969,11.502,1
APP-03970,0.168,1
APP-03971,0.358,1
APP-03972,5.273,0
APP-03973,0.434,1
APP-03974,0.094,1
APP-03975,0.26,1
APP-03976,0.114,0
APP-03977,0.049,1
APP-03978,0.169,1
APP-03979,0.146,1
APP-03980,0.132,1
APP-03981,0.157,1
APP-03982,0.242,1
APP-03983,0.126,1
APP-03984,0.125,1
APP-03985,0.234,1
APP-03986,0.078,1
APP-03987,0.126,1
APP-03988,7.072,0
APP-03989,0.276,1
APP-03990,0.132,1
APP-03991,6.483,1
APP-03992,3.751,0
APP-03993,4.86,1
APP-03994,8.268,0
APP-03995,0.103,1
APP-03996,0.097,1
APP-03997,0.071,1
APP-03998,0.544,1
APP-03999,0.125,1
APP-04000,9.5,0
APP-04001,3.991,1
APP-04002,0.124,0
APP-04003,0.35,1
APP-04004,5.309,0
APP-04005,9.659,1
APP-04006,0.361,1
APP-04007,0.075,1
APP-04008,0.242,1
APP-04009,0.176,1
APP-04010,0.379,1
APP-04011,10.18,0
APP-04012,8.369,0
APP-04013,0.161,0
APP-04014,0.143,1
APP-04015,0.352,1
APP-04016,3.735,0
APP-04017,0.102,1
APP-04018,9.217,1
APP-04019,5.306,1
APP-04020,0.092,0
APP-04021,0.093,1
APP-04022,0.204,0
APP-04023,0.191,1
APP-04024,0.106,0
APP-04025,0.166,1
APP-04026,0.087,0
APP-04027,3.992,0
APP-04028,0.303,1
APP-04029,0.237,1
APP-04030,0.086,0
APP-04031,0.12,1
APP-04032,5.411,1
APP-04033,0.1,1
APP-04034,0.301,1
APP-04035,8.177,1
APP-04036,0.102,1
APP-04037,0.134,1
APP-04038,14.452,1
APP-04039,0.254,0
APP-04040,6.656,0
APP-04041,5.127,1
APP-04042,0.312,0
APP-04043,0.255,1
APP-04044,0.13,0
APP-04045,8.617,0
APP-04046,0.188,1
APP-04047,0.164,0
APP-04048,5.624,0
APP-04049,0.105,1
APP-04050,5.298,1
APP-04051,0.271,1
APP-04052,0.167,1
APP-04053,0.6,1
APP-04054,0.297,0
APP-04055,4.033,1
APP-04056,0.094,1
APP-04057,10.174,0
APP-04058,0.243,1
APP-04059,0.194,1
APP-04060,0.17,0
APP-04061,0.149,1
APP-04062,1.777,1
APP-04063,0.097,1
APP-04064,0.25,0
APP-04065,8.755,0
APP-04066,6.473,1
APP-04067,0.06,1
APP-04068,0.085,1
APP-04069,0.121,0
APP-04070,0.117,1
APP-04071,12.063,1
APP-04072,0.116,0
APP-04073,0.13,0
APP-04074,0.6,1
APP-04075,0.374,0
APP-04076,0.147,1
APP-04077,5.957,0
APP-04078,0.092,1
APP-04079,14.162,0
APP-04080,0.073,0
APP-04081,6.523,0
APP-04082,0.06,0
APP-04083,0.086,1
APP-04084,0.126,1
APP-04085,8.123,0
APP-04086,3.212,1
APP-04087,3.254,0
APP-04088,0.204,1
APP-04089,9.158,0
APP-04090,0.078,1
APP-04091,4.118,0
APP-04092,0.045,1
APP-04093,4.626,0
APP-04094,0.272,0
APP-04095,2.752,0
APP-04096,0.284,0
APP-04097,0.151,1
APP-04098,9.335,0
APP-04099,0.6,1
APP-04100,0.238,1
APP-04101,0.107,1
APP-04102,9.196,1
APP-04103,0.228,0
APP-04104,0.205,1
APP-04105,0.226,1
APP-04106,0.14,1
APP-04107,0.11,1
APP-04108,6.627,0
APP-04109,0.125,1
APP-04110,0.172,1
APP-04111,0.201,1
APP-04112,0.188,1
APP-04113,0.182,1
APP-04114,0.062,1
APP-04115,0.238,1
APP-04116,0.173,1
APP-04117,0.13,1
APP-04118,0.269,0
APP-04119,3.383,1
APP-04120,0.149,1
APP-04121,7.987,0
APP-04122,0.218,1
APP-04123,0.073,0
APP-04124,5.935,0
APP-04125,0.241,0
APP-04126,0.135,1
APP-04127,0.6,1
APP-04128,0.115,0
APP-04129,0.208,1
APP-04130,10.407,0
APP-04131,0.655,1
APP-04132,0.681,1
APP-04133,0.074,1
APP-04134,10.428,0
APP-04135,0.091,1
APP-04136,0.124,1
APP-04137,7.913,0
APP-04138,0.209,0
APP-04139,6.563,1
APP-04140,0.229,1
APP-04141,0.208,1
APP-04142,0.209,0
APP-04143,0.189,1
APP-04144,0.155,0
APP-04145,11.711,0
APP-04146,0.078,1
APP-04147,0.109,1
APP-04148,0.092,1
APP-04149,0.12,0
APP-04150,5.02,0
APP-04151,3.736,1
APP-04152,0.129,1
APP-04153,8.87,0
APP-04154,9.447,0
APP-04155,0.081,1
APP-04156,0.06,1
APP-04157,0.16,1
APP-04158,0.061,1
APP-04159,0.131,1
APP-04160,0.305,0
APP-04161,0.124,1
APP-04162,4.986,1
APP-04163,6.958,0
APP-04164,0.09,1
APP-04165,4.843,1
APP-04166,0.15,1
APP-04167,10.659,1
APP-04168,0.119,1
APP-04169,3.998,1
APP-04170,0.188,1
APP-04171,1.497,0
APP-04172,0.223,1
APP-04173,0.113,1
APP-04174,0.125,0
APP-04175,9.088,0
APP-04176,0.15,0
APP-04177,0.1,1
APP-04178,0.049,1
APP-04179,0.142,0
APP-04180,0.141,0
APP-04181,9.884,0
APP-04182,0.205,1
APP-04183,0.474,0
APP-04184,6.069,0
APP-04185,0.157,0
APP-04186,4.199,1
APP-04187,0.161,1
APP-04188,0.27,0
APP-04189,0.147,0
APP-04190,0.068,1
APP-04191,0.119,0
APP-04192,0.071,1
APP-04193,10.237,1
APP-04194,0.238,0
APP-04195,0.089,1
APP-04196,0.095,1
APP-04197,7.876,1
APP-04198,0.163,1
APP-04199,0.237,1
APP-04200,6.357,1
APP-04201,4.028,0
APP-04202,0.207,1
APP-04203,4.211,0
APP-04204,0.424,1
APP-04205,12.188,0
APP-04206,3.622,1
APP-04207,0.087,1
APP-04208,0.107,1
APP-04209,0.066,1
APP-04210,0.092,0
APP-04211,0.105,1
APP-04212,0.192,1
APP-04213,0.115,1
